Name;type;ingredient;Item Quantity;Item Name;Serving Size Quantity;Serving Size Measure;Unit Measure;Unit Quantity;Volume Measure;Volume Quantity;Calories (kcal);Protein (g);Carbohydrate (Available) (g);Carbohydrates (g);Total Dietary Fiber (g);Dietary Fiber (2016) (g);Fat (g);Saturated Fat (g);Trans Fatty Acid (g);Cholesterol (mg);Sodium (mg);Calcium (mg);Copper (mg);Folate (mcg);Folate, DFE (mcg DFE);Folate, food (mcg);Iron (mg);Magnesium (mg);Manganese (mg);Omega 3 Fatty Acid (g);Omega 6 Fatty Acid (g);Phosphorus (mg);Potassium (mg);Selenium (mcg);Vitamin A - IU (IU);Vitamin A - RAE (mcg);Vitamin A - RE (mcg);Vitamin B1 - Thiamin (mg);Vitamin B12 (mcg);Vitamin B2 - Riboflavin (mg);Vitamin B3 - Niacin (mg);Vitamin B3 - Niacin Equiv (mg);Vitamin B6 (mg);Vitamin C (mg);Vitamin E - Alpha-Toco (mg);Vitamin E - Alpha-Toco Equiv (mg);Vitamin E - IU (IU);Vitamin E - mg (mg);Vitamin K (mcg);Zinc (mg)
Apple, Carrot and Peanut Butter Snack - New Mex;snack;carrots, fresh, medium;1;carrots, fresh, medium;2;Serving;;2;;;25,01;0,5673;4,1358;5,8438;1,708;1,708;0,1464;0,02257;0;0;42,09;20,13;0,02745;11,59;11,59;11,59;0,183;7,32;0,08723;0,00122;0,07015;21,35;195,2;0,061;10190,66;509,532994;1019,066;0,04026;0;0,03538;0,59963;0,665827;0,08418;3,599;0,4026;0,4026;0,599874;0,4026;8,052;0,1464
Apple, Carrot and Peanut Butter Snack - New Mex;snack;peanut butter;2;peanut butter;2;Serving;;2;;;191,04;7,2;5,6;7,136;1,536;1,536;16,352;3,232;;0;137,28;15,68;0,1344;27,52;27,52;27,52;0,5536;54,08;;0,00896;3,91616;108,48;180,48;1,312;;0;;0,04416;0;0,06112;4,256;4,256;0,14208;0;2,9152;;;;0,096;0,8128
Apple, Carrot and Peanut Butter Snack - New MexW2;snack;apple, fresh, chopped;1;apple, fresh, chopped;2;Serving;;2;;;65;0,325;14,2625;17,2625;3;3;0,2125;0,035;0;0;1,25;7,5;0,03375;3,75;3,75;3,75;0,15;6,25;0,04375;0,011037;0,052712;13,75;133,75;0;67,5;3,375;6,75;0,02125;0;0,0325;0,11375;0,134587;0,05125;5,75;0,225;0,225;0,33525;0,225;2,75;0,05
Apple, Carrot and Peanut Butter Snack - New MexW2;snack;peanut butter;3;peanut butter;2;Serving;;2;;;286,56;10,8;8,4;10,704;2,304;2,304;24,528;4,848;;0;205,92;23,52;0,2016;41,28;41,28;41,28;0,8304;81,12;;0,01344;5,87424;162,72;270,72;1,968;;0;;0,06624;0;0,09168;6,384;6,384;0,21312;0;4,3728;;;;0,144;1,2192
Apple, Carrot and Peanut Butter Snack - New MexW2;snack;"carrots, fresh, small, 5 1/2""";1;"carrots, fresh, small, 5 1/2""";2;Serving;;2;;;20,5;0,465;3,39;4,79;1,4;1,4;0,12;0,0185;0;0;34,5;16,5;0,0225;9,5;9,5;9,5;0,15;6;0,0715;0,001;0,0575;17,5;160;0,05;8353;417,649995;835,3;0,033;0;0,029;0,4915;0,54576;0,069;2,95;0,33;0,33;0,4917;0,33;6,6;0,12
Apple, Celery and Spinach Green Drink CW3 Thursday Snack;snack;"apple, fresh, medium, 3""";1;"apple, fresh, medium, 3""";2;Serving;;2;;;94,64;0,4732;20,7662;25,1342;4,368;4,368;0,3094;0,05096;0;0;1,82;10,92;0,04914;5,46;5,46;5,46;0,2184;9,1;0,0637;0,016071;0,076749;20,02;194,74;0;98,28;4,914;9,828;0,03094;0;0,04732;0,16562;0,195959;0,07462;8,372;0,3276;0,3276;0,488124;0,3276;4,004;0,0728
Apple, Celery and Spinach Green Drink CW3 Thursday Snack;snack;"celery stalk, fresh, medium, 7 1/2"" to 8""";2;"celery stalk, fresh, medium, 7 1/2"" to 8""";2;Serving;;2;;;12,8;0,552;1,096;2,376;1,28;1,28;0,136;0,0336;0;0;64;32;0,028;28,8;28,8;28,8;0,16;8,8;0,0824;0;0,0632;19,2;208;0,32;359,2;17,96;35,92;0,0168;0;0,0456;0,256;0,376;0,0592;2,48;0,216;0,216;0,32184;0,216;23,44;0,104
Apple, Celery and Spinach Green Drink CW3 Thursday Snack;snack;spinach, fresh, chopped;2;spinach, fresh, chopped;2;Serving;;2;;;13,8;1,716;0,858;2,178;1,32;1,32;0,234;0,0378;0;0;47,4;59,4;0,078;116,4;116,4;116,4;1,626;47,4;0,5382;0,0828;0,0156;29,4;334,8;0,6;5626,2;281,310006;562,620006;0,0468;0;0,1134;0,4344;0,8244;0,117;16,86;1,218;1,218;1,81482;1,218;289,739994;0,318
Apple, Celery and Spinach Green Drink CW3 Thursday Snack;snack;"cucumber, fresh, medium, 7""";1/2;"cucumber, fresh, medium, 7""";2;Serving;;2;;;15,075;0,65325;3,14565;3,64815;0,5025;0,5025;0,11055;0,037185;;0;2,01;16,08;0,041205;7,035;7,035;7,035;0,2814;13,065;;0,004874;0,027286;24,12;147,735;0,3015;;5,025;;0,027135;0;0,033165;0,09849;0,09849;0,0402;2,814;0,03015;;;;16,482;0,201
Apple, Celery and Spinach Green Drink CW3 Thursday Snack;snack;"ginger root, fresh, 1"" sliced";1;"ginger root, fresh, 1"" sliced";2;Serving;;2;;;4,800005;0,1092;0,946201;1,066201;0,12;0,12;0,045;0,01218;0;0;0,780001;0,960001;0,01356;0,660001;0,660001;0,660001;0,036;2,580003;0,01374;0,00204;0,0072;2,040002;24,900025;0,042;0;0;0;0,0015;0;0,00204;0,045;0,057;0,0096;0,3;0,0156;0,0156;0,023244;0,0156;0,006;0,0204
Apple, Celery and Spinach Green Drink CW3 Thursday Snack;snack;water, tap;1;water, tap;2;Serving;;2;;;0;0;0;0;0;0;0;0;0;0;9,472;7,104;0,02368;0;0;0;0;2,368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02368
Apple, Cheese and Walnuts - New;snack;apple, fresh, chopped;1;apple, fresh, chopped;2;Serving;;2;;;65;0,325;14,2625;17,2625;3;3;0,2125;0,035;0;0;1,25;7,5;0,03375;3,75;3,75;3,75;0,15;6,25;0,04375;0,011037;0,052712;13,75;133,75;0;67,5;3,375;6,75;0,02125;0;0,0325;0,11375;0,134587;0,05125;5,75;0,225;0,225;0,33525;0,225;2,75;0,05
Apple, Cheese and Walnuts - New;snack;cheese, cheddar;2;cheese, cheddar;2;Serving;;2;;;229,064147;12,967072;1,752001;1,752001;0;0;18,886452;10,697409;0,51993;56,132056;370,244772;402,563228;0,01701;15,308742;15,308742;15,308742;0,079379;15,308742;0,015309;0,080513;0,693996;257,98066;43,091275;16,159228;704,202154;187,106852;187,106852;0,016443;0,62369;0,242672;0,033452;5,202517;0,037421;0;0,402563;0,402563;0,599819;0,402563;1,360777;2,063845
Apple, Cheese and Walnuts - New;snack;walnuts;4;walnuts;2;Serving;;2;;;196,200199;4,569005;2,103002;4,113004;2,010002;2,010002;19,56302;1,837802;;0;0,600001;29,40003;0,4758;29,40003;29,40003;29,40003;0,873001;47,400048;;2,724003;11,427912;103,800105;132,300134;1,470001;;0,3;;0,1023;0;0,045;0,3375;0,3375;0,1611;0,39;0,21;;;;0,810001;0,927001
Apple, Cheese and Walnuts - New;snack;apricot, dried, sulfured;4;apricot, dried, sulfured;2;Serving;;2;;;67,48;0,9492;15,4952;17,5392;2,044;2,044;0,1428;0,00476;0;0;2,8;15,4;0,09604;2,8;2,8;2,8;0,7448;8,96;0,0658;0;0,02072;19,88;325,36;0,616;1009,12;50,456;100,911997;0,0042;0;0,02072;0,72492;0,799588;0,04004;0,28;1,2124;1,2124;1,806476;1,2124;0,868;0,1092
Apple-Cinnamon Overnight Oats;snack;oats, dry;0.5;oats, dry;1;Serving;;1;;;153,495;5,32575;23,328;27,4185;4,0905;4,0905;2,6406;0,44955;;0;2,43;21,06;0,158355;12,96;12,96;12,96;1,72125;55,89;;0,0405;0,891;166,05;146,61;11,7045;;0;;0,1863;0;0,062775;0,455625;0,455625;0,0405;0;0,1701;;;;0,81;1,4742
Apple-Cinnamon Overnight Oats;snack;almond milk, unsweetened;0.5;almond milk, unsweetened;1;Serving;;1;;;19,65;0,7729;0,7598;0,7598;0;0;1,441;0;0;0;93,01;258,07;0,03799;1,31;1,31;1,31;0,4585;9,17;0,05502;0;0,30916;13,1;87,77;0,262;186,02;56,33;56,33;0,0786;0;0,06157;0,09825;0,09825;0,01965;0;3,6811;3,6811;8,172042;3,6811;0;0,0917
Apple-Cinnamon Overnight Oats;snack;chia seeds;0.5;chia seeds;1;Serving;;1;;;28,035028;0,960226;0,08295;1,516202;1,433251;1,433251;2,213402;0,192308;;0;1,575002;13,387514;0,06405;4,567505;4,567505;4,567505;0,300825;20,580021;;1,197684;0,309908;33,705034;42,682543;1,333501;;0;;0,08631;0;0,008453;0,1617;0,1617;0,024833;0,0315;0,016275;;;;0,22575;0,22785
Apple-Cinnamon Overnight Oats;snack;syrup, maple;1;syrup, maple;1;Serving;;1;;;17,333345;0,002667;4,469336;4,469336;0;0;0,004;0,000467;0;0;0,800001;6,800004;0,0012;0;0;0;0,007333;1,400001;0,193867;0;0,001133;0,133333;14,133342;0,04;0;0;0;0,0044;0;0,084667;0,0054;0,0054;0,000133;0;0;0;0;0;0;0,098
Apple-Cinnamon Overnight Oats;snack;cinnamon, ground;0.25;cinnamon, ground;1;Serving;;1;;;1,6055;0,025935;0,178685;0,523835;0,34515;0,34515;0,00806;0,002242;0;0;0,065;6,513;0,002203;0,039;0,039;0,039;0,05408;0,39;0,113529;0,000071;0,000286;0,416;2,8015;0,02015;1,9175;0,095875;0,19175;0,000143;0;0,000266;0,008658;0,013966;0,001027;0,0247;0,01508;0,01508;0,022469;0,01508;0,2028;0,011895
Apple-Cinnamon Overnight Oats;snack;apple, fresh, chopped;0.5;apple, fresh, chopped;1;Serving;;1;;;32,5;0,1625;7,13125;8,63125;1,5;1,5;0,10625;0,0175;0;0;0,625;3,75;0,016875;1,875;1,875;1,875;0,075;3,125;0,021875;0,005519;0,026356;6,875;66,875;0;33,75;1,6875;3,375;0,010625;0;0,01625;0,056875;0,067294;0,025625;2,875;0,1125;0,1125;0,167625;0,1125;1,375;0,025
Apple-Cinnamon Overnight Oats;snack;pecans, chopped;2;pecans, chopped;1;Serving;;1;;;94,148845;1,249414;0,580426;1,888427;1,308001;1,308001;9,805922;0,842026;0;0;0;9,53751;0,1635;2,997503;2,997503;2,997503;0,344713;16,486267;0,613126;0,134343;2,810568;37,741288;55,862557;0,517751;7,630008;0,3815;0,763001;0,089925;0;0,017713;0,159004;0,370192;0,028613;0,149875;0,19075;0,19075;0,284218;0,19075;0,476875;0,617213
Apple-Cinnamon Overnight Oats;snack;salt, table;0.0625;salt, table;1;Serving;;1;;;0;0;0;0;0;0;0;0;0;0;145,3425;0,09;0,000112;0;0;0;0,001237;0,00375;0,000375;0;0;0;0,03;0,000375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000375
Apples with Peanut Butter - Final;snack;apple, fresh, chopped;1;apple, fresh, chopped;2;Serving;;2;;;65;0,325;14,2625;17,2625;3;3;0,2125;0,035;0;0;1,25;7,5;0,03375;3,75;3,75;3,75;0,15;6,25;0,04375;0,011037;0,052712;13,75;133,75;0;67,5;3,375;6,75;0,02125;0;0,0325;0,11375;0,134587;0,05125;5,75;0,225;0,225;0,33525;0,225;2,75;0,05
Apples with Peanut Butter - Final;snack;peanut butter;4;peanut butter;2;Serving;;2;;;382,08;14,4;11,2;14,272;3,072;3,072;32,704;6,464;;0;274,56;31,36;0,2688;55,04;55,04;55,04;1,1072;108,16;;0,01792;7,83232;216,96;360,96;2,624;;0;;0,08832;0;0,12224;8,512;8,512;0,28416;0;5,8304;;;;0,192;1,6256
Arroz con Pollo - Rice with Chicken;dinner;rice, brown, cooked, long grain;1;rice, brown, cooked, long grain;4;Serving;;4;;;248,46;5,5348;48,4396;51,6716;3,232;3,232;1,9594;0,512009;0;0;8,08;6,06;0,21412;18,18;18,18;18,18;1,1312;78,78;1,96748;0,021654;0,699082;208,06;173,72;11,716;0;0;0;0,35956;0;0,13938;5,17322;6,28422;0,24846;0;0,3434;0,3434;0,511666;0,3434;0,404;1,4342
Arroz con Pollo - Rice with Chicken;dinner;chicken breast tenderloin, baked, skinless;12;chicken breast tenderloin, baked, skinless;4;Serving;;4;;;561,320557;105,392187;0;0;0;0;13,199538;2,690937;;340,194277;1724,784985;23,813599;0,159891;23,813599;23,813599;23,813599;1,564894;98,65634;;0,125872;1,721383;806,260437;1285,934368;115,32586;;34,019428;;0,292567;0,646369;0,704202;34,710022;34,710022;3,071954;0;2,177243;;;;0;3,197826
Arroz con Pollo - Rice with Chicken;dinner;salt, table;1;salt, table;4;Serving;;4;;;0;0;0;0;0;0;0;0;0;0;2325,48;1,44;0,0018;0;0;0;0,0198;0,06;0,006;0;0;0;0,48;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006
Arroz con Pollo - Rice with Chicken;dinner;black pepper, ground;1;black pepper, ground;4;Serving;;4;;;5,773;0,23897;0,88895;1,47085;0,5819;0,5819;0,07498;0,032016;0;0;0,46;10,189;0,03059;0,391;0,391;0,391;0,22333;3,933;0,293319;0,003496;0,015962;3,634;30,566999;0,1127;12,581;0,62905;1,2581;0,002484;0;0,00414;0,026289;0,048522;0,006693;0;0,02392;0,02392;0,035641;0,02392;3,7651;0,02737
Arroz con Pollo - Rice with Chicken;dinner;oil, olive;2;oil, olive;4;Serving;;4;;;238,68;0;0;0;0;0;27;3,72816;;0;0,54;0,27;0;0;0;0;0,1512;0;0;0,20547;2,63574;0;0,27;0;0;0;0;0;0;0;0;0;0;0;3,8745;3,8745;5,773005;3,8745;16,254;0
Arroz con Pollo - Rice with Chicken;dinner;carrots, fresh, chopped;1/2;carrots, fresh, chopped;4;Serving;;4;;;26,24;0,5952;4,3392;6,1312;1,792;1,792;0,1536;0,02368;0;0;44,16;21,12;0,0288;12,16;12,16;12,16;0,192;7,68;0,09152;0,00128;0,0736;22,4;204,8;0,064;10691,84;534,591994;1069,184;0,04224;0;0,03712;0,62912;0,698573;0,08832;3,776;0,4224;0,4224;0,629376;0,4224;8,448;0,1536
Arroz con Pollo - Rice with Chicken;dinner;onion, yellow, fresh, chopped;1/3;onion, yellow, fresh, chopped;4;Serving;;4;;;21,333333;0,586667;4,074667;4,981333;0,906667;0,906667;0,053333;0,0224;0;0;2,133333;12,266667;0,0208;10,133333;10,133333;10,133333;0,112;5,333333;0,0688;0,002133;0,006933;15,466667;77,866667;0,266667;1,066667;0,053333;0,106667;0,024533;0;0,0144;0,061867;0,186309;0,064;3,946667;0,010667;0,010667;0,015893;0,010667;0,213333;0,090667
Arroz con Pollo - Rice with Chicken;dinner;peas, green, frozen;1/2;peas, green, frozen;4;Serving;;4;;;51,59;3,4974;6,1104;9,1254;3,015;3,015;0,268;0,04422;0;0;72,36;14,74;0,08308;35,51;35,51;35,51;1,0251;17,42;0,22512;0,02211;0,09514;54,94;102,51;1,273;1378,86;68,943;137,886;0,17353;0;0,067;1,15441;1,55641;0,05561;12,06;0,0134;0,0134;0,019966;0,0134;18,693;0,5494
Arroz con Pollo - Rice with Chicken;dinner;garlic cloves, fresh;2;garlic cloves, fresh;4;Serving;;4;;;8,94;0,3816;1,8576;1,9836;0,126;0,126;0,03;0,00534;0;0;1,02;10,86;0,01794;0,18;0,18;0,18;0,102;1,5;0,10032;0,0012;0,01374;9,18;24,06;0,852;0,54;0,027;0,054;0,012;0;0,0066;0,042;0,108;0,0741;1,872;0,0048;0,0048;0,007152;0,0048;0,102;0,0696
Arroz con Pollo - Rice with Chicken;dinner;tomatoes, plum, fresh;2;tomatoes, plum, fresh;4;Serving;;4;;;22,32;1,0912;3,3356;4,8236;1,488;1,488;0,248;0,03472;;0;6,2;12,4;0,07316;18,6;18,6;18,6;0,3348;13,64;;0,00372;0,0992;29,76;293,88;0;;52,08;;0,04588;0;0,02356;0,73656;0,73656;0,0992;16,988;0,6696;;;;9,796;0,2108
Arroz con Pollo - Rice with Chicken;dinner;cilantro, fresh, sprigs;3;cilantro, fresh, sprigs;4;Serving;;4;;;1,533333;0,142;0,058;0,244667;0,186667;0,186667;0,034667;0,000933;0;0;3,066667;4,466667;0,015;4,133333;4,133333;4,133333;0,118;1,733333;0,0284;0;0,002667;3,2;34,733333;0,06;449,866667;22,493333;44,986666;0,004467;0;0,0108;0,074267;0,074267;0,009933;1,8;0,166667;0,166667;0,248333;0,166667;20,666667;0,033333
Arugula & Beet Salad;lunch;oil, olive;3;oil, olive;6;Serving;;6;;;358,02;0;0;0;0;0;40,5;5,59224;;0;0,81;0,405;0;0;0;0;0,2268;0;0;0,308205;3,95361;0;0,405;0;0;0;0;0;0;0;0;0;0;0;5,81175;5,81175;8,659508;5,81175;24,381;0
Arugula & Beet Salad;lunch;lemon juice, fresh;1 1/2;lemon juice, fresh;6;Serving;;6;;;5,0325;0,080062;1,50975;1,578375;0,068625;0,068625;0,0549;0,00915;0;0;0,22875;1,3725;0,00366;4,575;4,575;4,575;0,0183;1,3725;0,002745;0,002059;0,002745;1,83;23,56125;0,022875;1,3725;0,068625;0,13725;0,00549;0;0,003431;0,020816;0,020816;0,010523;8,852625;0,034313;0,034313;0,051126;0,034313;0;0,011437
Arugula & Beet Salad;lunch;mustard;1/2;mustard;6;Serving;;6;;;1,525;0,10625;0,032893;0,1325;0,099607;0,099607;0,0845;0,005686;;0;27,5;1,575;0,00185;0,175;0,175;0,175;0,03975;1,2;;0,010351;0,010024;2,7;3,75;0,85;;0,1;;0,004725;0;0,00165;0,014025;0,014025;0,001725;0,01;0,00875;;;;0,0375;0,016
Arugula & Beet Salad;lunch;honey;1/4;honey;6;Serving;;6;;;5,319998;0,00525;1,438499;1,441999;0,0035;0,0035;0;0;0;0;0,07;0,105;0,00063;0,035;0,035;0,035;0,00735;0,035;;0;0;0,07;0,91;0,014;;0;;0;0;0,000665;0,002117;0,002117;0,00042;0,00875;0;;;;0;0,00385
Arugula & Beet Salad;lunch;black pepper, ground;1/6;black pepper, ground;6;Serving;;6;;;0,962167;0,039828;0,148158;0,245142;0,096983;0,096983;0,012497;0,005336;0;0;0,076667;1,698167;0,005098;0,065167;0,065167;0,065167;0,037222;0,6555;0,048886;0,000583;0,00266;0,605667;5,0945;0,018783;2,096833;0,104842;0,209683;0,000414;0;0,00069;0,004381;0,008087;0,001115;0;0,003987;0,003987;0,00594;0,003987;0,627517;0,004562
Arugula & Beet Salad;lunch;arugula, fresh;3;arugula, fresh;6;Serving;;6;;;15;1,548;1,23;2,19;0,96;0,96;0,396;0,0516;0;0;16,2;96;0,0456;58,2;58,2;58,2;0,876;28,2;0,1926;0,102;0,0792;31,2;221,4;0,18;1423,8;71,19;142,38;0,0264;0;0,0516;0,183;0,183;0,0438;9;0,258;0,258;0,38442;0,258;65,16;0,282
Arugula & Beet Salad;lunch;beets, canned, diced, drained;1 1/2;beets, canned, diced, drained;6;Serving;;6;;;73,005;2,14305;12,79853;16,97955;4,18102;4,18102;0,3297;0,05181;0;0;456,87;35,325;0,138945;70,65;70,65;70,65;4,2861;40,035;0,675885;0,00942;0,105975;40,035;348,54;1,1775;56,52;2,826;5,652;0,02355;0;0,0942;0,369735;0,801477;0,134235;9,6555;0,07065;0,07065;0,105269;0,07065;0,471;0,49455
Arugula & Beet Salad;lunch;cheese, feta, crumbled;6;cheese, feta, crumbled;6;Serving;;6;;;49,500032;2,664377;0,766875;0,766875;0;0;3,990003;2,802377;;16,687511;171,937611;92,43756;0,006;6,000004;6,000004;6,000004;0,121875;3,562502;0,00525;0,049688;0,061125;63,187541;11,625008;2,812502;79,125051;23,48439;23,531265;0,028875;0,316875;0,15825;0,185813;0,799879;0,0795;0;0,03375;0,03375;0,050288;0,03375;0,3375;0,54
Arugula & Beet Salad;lunch;walnuts, english, dried, halves;6;walnuts, english, dried, halves;6;Serving;;6;;;81,750053;1,903751;0,876251;1,713751;0,837501;0,837501;8,151255;0,76575;0;0;0,25;12,250008;0,19825;12,250008;12,250008;12,250008;0,36375;19,750013;0,42675;1,135001;4,761628;43,250028;55,125036;0,6125;2,500002;0,125;0,25;0,042625;0;0,01875;0,140625;0,482773;0,067125;0,1625;0,0875;0,0875;0,130375;0,0875;0,3375;0,38625
Arugula Salad - Final;lunch;arugula, fresh;4.5;arugula, fresh;6;Serving;;6;;;31,893213;3,29138;2,615244;4,656409;2,041166;2,041166;0,841981;0,109713;0;0;34,444671;204,116566;0,096955;123,745668;123,745668;123,745668;1,862564;59,959241;0,409509;0,216874;0,168396;66,337884;470,743831;0,382719;3027,303824;151,365191;302,730382;0,056132;0;0,109713;0,389097;0,389097;0,093128;19,135928;0,548563;0,548563;0,817359;0,548563;138,544119;0,599592
Arugula Salad - Final;lunch;carrots, fresh, medium;3;carrots, fresh, medium;6;Serving;;6;;;75,03;1,7019;12,4074;17,5314;5,124;5,124;0,4392;0,06771;0;0;126,27;60,39;0,08235;34,77;34,77;34,77;0,549;21,96;0,26169;0,00366;0,21045;64,05;585,6;0,183;30571,98;1528,598982;3057,198;0,12078;0;0,10614;1,79889;1,997482;0,25254;10,797;1,2078;1,2078;1,799622;1,2078;24,156;0,4392
Arugula Salad - Final;lunch;"tomatoes, fresh, year round average, large, 3""";1;"tomatoes, fresh, year round average, large, 3""";6;Serving;;6;;;32,76;1,6016;4,8958;7,0798;2,184;2,184;0,364;0,05096;0;0;9,1;18,2;0,10738;27,3;27,3;27,3;0,4914;20,02;0,20748;0,00546;0,1456;43,68;431,34;0;1516,06;75,803;151,606;0,06734;0;0,03458;1,08108;1,26308;0,1456;24,934;0,9828;0,9828;1,464372;0,9828;14,378;0,3094
Arugula Salad - Final;lunch;walnuts, english, dried, chopped;6;walnuts, english, dried, chopped;6;Serving;;6;;;286,94279;6,682169;3,075641;6,015269;2,939628;2,939628;28,610916;2,687785;0;0;0,877501;42,997544;0,695858;42,997544;42,997544;42,997544;1,276764;69,32257;1,497894;3,983854;16,713321;151,807654;193,488946;2,149877;8,775009;0,43875;0,877501;0,149614;0;0,065813;0,493594;1,694533;0,235609;0,570376;0,307125;0,307125;0,457617;0,307125;1,184626;1,355739
Arugula Salad - Final;lunch;parsley, fresh, chopped;3;parsley, fresh, chopped;6;Serving;;6;;;4,104;0,33858;0,34542;0,72162;0,3762;0,3762;0,09006;0,015048;0;0;6,384;15,732;0,016986;17,328;17,328;17,328;0,7068;5,7;0,01824;0,000912;0,01311;6,612;63,155999;0,0114;960,335988;48,016801;96,033601;0,009804;0;0,011172;0,149682;0,235182;0,01026;15,162;0,0855;0,0855;0,127395;0,0855;186,959998;0,12198
Arugula Salad - Final;lunch;lemon juice, fresh;4.5;lemon juice, fresh;6;Serving;;6;;;15,0975;0,240188;4,52925;4,735125;0,205875;0,205875;0,1647;0,02745;0;0;0,68625;4,1175;0,01098;13,725;13,725;13,725;0,0549;4,1175;0,008235;0,006176;0,008235;5,49;70,68375;0,068625;4,1175;0,205875;0,41175;0,01647;0;0,010294;0,062449;0,062449;0,031568;26,557875;0,102938;0,102938;0,153377;0,102938;0;0,034313
Arugula Salad - Final;lunch;vinegar, balsamic;3;vinegar, balsamic;6;Serving;;6;;;42,24;0,2352;;8,1744;;;0;0;0;;11,04;12,96;0,01248;;;;0,3456;5,76;0,06288;0;0;9,12;53,76;;0;0;0;;;;;;;0;;;;;;0,0384
Arugula Salad - Final;lunch;oil, olive;4.5;oil, olive;6;Serving;;6;;;537,03;0;0;0;0;0;60,75;8,38836;;0;1,215;0,6075;0;0;0;0;0,3402;0;0;0,462307;5,930415;0;0,6075;0;0;0;0;0;0;0;0;0;0;0;8,717625;8,717625;12,989261;8,717625;36,5715;0
Arugula Salad - Final;lunch;salt, table;3/4;salt, table;6;Serving;;6;;;0;0;0;0;0;0;0;0;0;0;1744,11;1,08;0,00135;0;0;0;0,01485;0,045;0,0045;0;0;0;0,36;0,0045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0045
Arugula Salad - Final;lunch;cheese, feta, crumbled;6;cheese, feta, crumbled;6;Serving;;6;;;148,50015;7,993133;2,300627;2,300627;0;0;11,970012;8,407134;;50,062551;515,813022;277,312781;0,018;18,000018;18,000018;18,000018;0,365625;10,687511;0,01575;0,149063;0,183375;189,562692;34,875035;8,437509;237,37524;70,453196;70,593821;0,086625;0,950626;0,47475;0,557438;2,399639;0,2385;0;0,10125;0,10125;0,150863;0,10125;1,012501;1,620002
Arugula Salad - Final;lunch;basil, dried, leaves;3;basil, dried, leaves;6;Serving;;6;;;4,893;0,48258;0,21105;1,00275;0,7917;0,7917;0,08547;0,045297;0;0;1,596;47,039999;0,0441;6,51;6,51;6,51;1,8858;14,931;0,2058;0,006287;0,004171;5,754;55,229999;0,063;15,624;0,7812;1,5624;0,00168;0;0,0252;0,1029;0,1939;0,02814;0,0168;0,2247;0,2247;0,334803;0,2247;36,004499;0,1491
Arugula Salad - Final;lunch;sunflower seeds;6;sunflower seeds;6;Serving;;6;;;93,12006;3,092802;2,411202;3,851202;1,440001;1,440001;7,968005;0,835041;;0;104,800068;11,200007;0,2928;37,920025;37,920025;37,920025;0,608;20,640013;;0,01104;5,245123;184,80012;136,000088;12,688008;;0;;0,01696;0;0,03936;1,126721;1,126721;0,12864;0,224;4,176003;;;;0,432;0,846401
Arugula Salad - Final;lunch;avocado, California, fresh;1;avocado, California, fresh;6;Serving;;6;;;227,12;2,6656;2,5024;11,7504;9,248;9,248;20,9576;2,89136;0;0;10,88;17,68;0,2312;121,04;121,04;121,04;0,8296;39,44;0,20264;0,17;2,27664;73,44;689,52;0,544;199,92;9,996;19,992;0,102;0;0,19448;2,60032;3,166991;0,39032;11,968;2,6792;2,6792;3,992008;2,6792;28,56;0,9248
Asian Pear Salad with Orange Ginger Dressing;lunch;"orange, fresh, medium, 2 5/8""";1;"orange, fresh, medium, 2 5/8""";4;Serving;;4;;;61,57;1,2314;12,2485;15,3925;3,144;3,144;0,1572;0,01965;0;0;0;52,4;0,05895;39,3;39,3;39,3;0,131;13,1;0,03275;0,00917;0,02358;18,34;237,11;0,655;294,75;14,7375;29,475;0,11397;0;0,0524;0,36942;0,56592;0,0786;69,692;0,2358;0,2358;0,351342;0,2358;0;0,0917
Asian Pear Salad with Orange Ginger Dressing;lunch;bell pepper, red, fresh;1 1/2;bell pepper, red, fresh;4;Serving;;4;;;69,285;2,21265;8,9847;13,47705;4,49235;4,49235;0,6705;0,060345;0;0;8,94;15,645;0,037995;102,81;102,81;102,81;0,96105;26,82;0,25032;0,055875;0,100575;58,11;471,585;0,2235;6997,785;349,88925;699,778522;0,12069;0;0,189975;2,188065;2,635065;0,650385;285,4095;3,5313;3,5313;5,261637;3,5313;10,9515;0,55875
Asian Pear Salad with Orange Ginger Dressing;lunch;carrots, fresh, shredded;1;carrots, fresh, shredded;4;Serving;;4;;;23,333333;0,666667;4,666667;6;1,333333;1,333333;0;0;0;0;40;13,333333;;;;;0,24;;;0;0;;0;;9666,666667;483,333333;966,666667;;;;;;;3,2;;;;;8;
Asian Pear Salad with Orange Ginger Dressing;lunch;pears, fresh;2;pears, fresh;4;Serving;;4;;;183,54;1,1592;39,0586;49,0406;9,982;9,982;0,4508;0,049588;0;0;3,22;28,98;0,26404;22,54;22,54;22,54;0,5796;22,54;0,15456;0,002254;0,209622;38,64;373,52;0,322;80,5;4,025;8,05;0,03864;0;0,08372;0,51842;0,625743;0,09338;13,846;0,3864;0,3864;0,575736;0,3864;14,168;0,322
